ReachDiff,HeightDiff,AgeDif,WinStreakDif,LoseStreakDif,KODif,SubDif,WinDif,LossDif,Winner
10.16,2.54,6,0,0,-2,1,0,0,RedFighter
-2.54,-2.54,4,1,1,0,-1,-1,1,RedFighter
-17.78,-12.7,2,0,0,1,-6,-7,4,RedFighter
-12.7,-2.54,-5,0,1,-1,1,-1,0,RedFighter
12.7,7.62,8,0,0,0,0,0,0,BlueFighter
7.62,-2.54,1,0,0,0,0,0,0,RedFighter
7.62,10.16,5,-1,0,0,0,-1,0,BlueFighter
0.0,5.08,-2,0,0,0,0,0,0,RedFighter
0.0,0.0,8,0,2,0,0,-4,4,BlueFighter
17.78,12.7,-1,2,0,2,0,2,0,RedFighter
2.54,5.08,11,0,0,0,0,0,0,RedFighter
0.0,2.54,1,0,0,0,0,0,0,RedFighter
-17.78,-10.16,-2,0,2,0,0,0,2,RedFighter
17.78,12.7,-1,0,2,-1,0,-3,3,RedFighter
25.4,17.78,3,0,-1,0,0,0,-1,RedFighter
12.82,10.16,-8,0,0,0,0,0,0,RedFighter
-5.08,0.0,-5,0,0,0,0,0,0,RedFighter
-10.16,-2.54,-2,0,1,0,-1,-1,1,RedFighter
2.54,0.0,3,0,0,0,0,0,0,BlueFighter
-2.54,0.0,-9,-6,-1,9,1,10,-1,RedFighter
-7.62,-2.54,-1,-1,-1,0,-1,-1,-1,RedFighter
2.54,7.62,5,-2,0,0,0,1,-1,BlueFighter
5.08,5.08,-5,0,0,-2,-3,-10,1,RedFighter
-10.16,-5.08,-2,2,0,0,-1,-2,1,RedFighter
12.7,2.54,4,0,1,-7,-2,-12,7,BlueFighter
5.08,0.0,3,-1,0,1,-4,-8,3,BlueFighter
5.08,10.16,1,-1,-1,-1,0,-4,2,RedFighter
0.0,2.54,-12,0,-1,0,0,0,-1,RedFighter
2.54,5.08,-4,0,0,-1,0,-2,1,RedFighter
-2.54,2.54,-2,-1,0,3,-1,0,1,RedFighter
7.62,7.62,12,-2,0,2,-2,0,1,RedFighter
5.08,5.08,-1,-1,0,-3,1,2,-3,RedFighter
-2.54,-5.08,-4,0,0,-1,-5,-4,-1,RedFighter
-2.54,5.08,-1,0,0,0,-2,-3,2,BlueFighter
10.16,5.08,7,0,0,3,0,0,1,BlueFighter
7.62,5.08,-3,-2,-3,-1,-1,-2,-3,RedFighter
-5.08,-2.54,1,0,1,-1,-1,-3,3,BlueFighter
5.08,7.62,4,1,1,-1,2,-5,5,RedFighter
-5.08,2.54,-1,0,0,-1,0,-1,0,RedFighter
2.54,-2.54,7,0,1,0,-1,-2,1,BlueFighter
-2.54,2.54,0,0,1,-2,0,0,4,RedFighter
2.54,2.54,-11,1,1,-1,1,-4,0,RedFighter
17.78,12.7,-2,1,1,-3,0,-4,5,BlueFighter
10.16,2.54,7,-1,0,-1,0,-1,0,BlueFighter
0.0,0.0,2,0,1,0,0,0,1,BlueFighter
5.08,-2.54,-1,-3,-1,-1,0,-3,-2,RedFighter
-2.54,2.54,9,1,1,0,0,-2,1,BlueFighter
-7.62,2.54,9,0,0,0,0,0,0,BlueFighter
20.32,10.16,2,0,0,0,0,0,0,BlueFighter
-2.54,-2.54,-2,0,0,0,0,0,0,BlueFighter
15.24,7.62,6,0,-1,0,8,2,-3,BlueFighter
-2.54,2.54,-12,0,0,0,0,0,0,RedFighter
-5.08,-7.62,-1,0,0,0,0,0,0,RedFighter
-7.62,5.08,-6,0,0,0,0,0,0,RedFighter
-5.08,0.0,6,0,0,0,0,0,0,BlueFighter
7.62,0.0,1,-1,0,0,0,-1,-1,RedFighter
5.08,7.62,-2,-3,0,0,-1,-4,1,BlueFighter
5.08,7.62,-3,0,0,0,0,0,0,RedFighter
-12.7,-5.08,1,-1,0,0,0,-1,1,RedFighter
10.16,2.54,5,0,0,0,0,0,0,RedFighter
-17.78,-5.08,2,-5,0,0,-2,-8,1,RedFighter
-2.54,2.54,-2,0,0,-5,2,-6,-2,RedFighter
-5.08,-2.54,-7,-3,0,2,-1,0,-2,BlueFighter
2.54,-2.54,4,0,1,-5,-3,-14,6,BlueFighter
-2.54,-7.62,-2,-1,0,1,0,-1,1,BlueFighter
-7.62,-7.62,-1,0,0,0,-1,0,-1,RedFighter
2.54,0.0,1,0,0,-2,-1,-2,3,BlueFighter
-5.08,-7.62,3,0,0,1,1,4,-4,BlueFighter
2.54,-2.54,-6,0,-1,-1,-1,-1,-2,RedFighter
0.0,2.54,-1,-1,0,0,-1,-1,2,RedFighter
-2.54,-7.62,7,0,2,0,0,0,2,BlueFighter
5.08,0.0,4,0,0,-1,0,-1,0,BlueFighter
0.0,-2.54,-7,-2,-2,-9,-2,-6,2,RedFighter
-12.7,-10.16,-3,-1,0,0,0,-1,-1,RedFighter
7.62,-2.54,-1,0,-2,2,1,4,-5,RedFighter
2.54,7.62,4,0,0,0,-1,-4,5,BlueFighter
2.54,2.54,-3,1,0,0,0,1,0,BlueFighter
2.54,2.54,2,-2,0,3,-1,5,-8,BlueFighter
-15.24,2.54,-1,0,-1,1,0,0,0,BlueFighter
5.08,5.08,-1,-1,0,-1,0,-1,0,BlueFighter
5.08,2.54,-2,1,1,-1,-2,-5,5,RedFighter
0.0,-5.08,2,1,0,1,0,3,-1,RedFighter
0.1,0.0,7,0,1,0,0,0,1,BlueFighter
5.08,2.54,4,2,0,0,1,4,-3,RedFighter
5.08,0.0,0,0,0,-1,0,0,1,BlueFighter
-5.08,-2.54,-11,-2,0,1,0,-2,0,BlueFighter
-2.54,-7.62,1,0,0,2,-1,0,0,BlueFighter
10.16,2.54,1,0,0,0,2,1,0,BlueFighter
5.08,10.16,0,0,0,0,0,0,0,RedFighter
-10.16,-12.7,-1,-1,0,-1,0,-2,3,BlueFighter
10.16,12.7,0,-2,0,1,0,1,0,RedFighter
5.08,2.54,-4,0,0,-1,0,0,0,RedFighter
-10.16,-7.62,-1,0,0,-1,-1,-6,2,BlueFighter
-15.24,0.0,-6,0,-1,1,2,3,-2,BlueFighter
2.54,2.54,-3,-1,0,0,0,-1,0,RedFighter
-5.08,-2.54,0,1,1,0,-1,-3,1,RedFighter
-15.24,0.0,2,-1,0,-1,0,0,-1,RedFighter
7.62,0.0,-3,-1,0,0,0,-1,0,RedFighter
7.62,0.0,5,0,3,-4,0,-6,8,BlueFighter
7.62,-2.54,7,2,0,2,0,2,0,BlueFighter
2.54,-2.54,0,0,0,0,1,0,1,RedFighter
-2.54,-12.7,-2,0,0,1,0,2,-1,RedFighter
-2.54,-5.08,14,0,0,0,0,0,0,BlueFighter
12.7,12.7,-5,-1,-1,1,6,7,-5,BlueFighter
-5.08,0.0,-4,0,1,0,-1,-2,1,RedFighter
-7.62,-2.54,0,0,0,1,0,1,-1,RedFighter
0.0,7.62,2,-2,0,0,0,0,0,RedFighter
0.0,2.54,-3,-1,-1,6,0,5,-4,RedFighter
-2.54,2.54,0,1,1,5,0,13,-4,RedFighter
-2.54,-5.08,6,1,0,-3,-4,-7,5,RedFighter
2.54,7.62,4,0,1,-2,0,-3,1,RedFighter
5.08,5.08,2,2,2,-2,2,0,1,RedFighter
-7.62,-7.62,-1,0,0,-3,-2,-9,3,BlueFighter
2.54,0.0,6,0,2,-1,-4,-7,2,BlueFighter
2.54,7.62,-1,0,0,0,-3,-3,2,BlueFighter
-12.7,-2.54,-3,0,0,-2,1,-2,0,RedFighter
10.16,2.54,6,0,2,0,0,0,2,BlueFighter
-20.32,-10.16,3,0,3,0,-1,-1,4,BlueFighter
0.0,-2.54,1,-2,0,-1,-6,-9,1,BlueFighter
5.08,5.08,-2,1,0,0,-2,5,-1,BlueFighter
5.08,-2.54,-7,0,0,-1,0,4,1,RedFighter
0.0,0.0,2,-1,-4,1,0,1,-3,RedFighter
-2.54,0.0,0,4,2,3,-4,2,1,RedFighter
2.54,2.54,4,0,0,1,0,0,0,RedFighter
-2.54,-2.54,-2,-2,0,0,-1,-2,0,BlueFighter
7.62,2.54,-3,0,-1,0,0,1,-3,RedFighter
-7.62,-5.08,1,0,0,0,0,4,-1,BlueFighter
-5.08,2.54,-2,0,0,0,0,0,0,RedFighter
-12.7,2.54,0,-3,0,-1,-3,-5,0,RedFighter
-2.54,2.54,-3,-3,0,1,-2,-3,-2,RedFighter
2.54,-2.54,-5,0,0,2,0,1,1,RedFighter
12.7,10.16,2,0,0,-2,2,0,1,BlueFighter
-10.16,-5.08,5,4,2,1,1,4,2,BlueFighter
-10.16,-5.08,3,2,0,1,1,2,1,BlueFighter
2.54,-5.08,3,0,1,-1,-2,-4,3,BlueFighter
12.7,5.08,7,1,1,1,0,1,0,BlueFighter
15.24,5.08,4,0,0,0,0,0,1,RedFighter
7.62,-2.54,2,-1,0,-1,0,-3,1,RedFighter
12.7,10.16,5,0,1,0,0,0,1,RedFighter
5.08,2.54,4,-1,-1,0,-1,0,-3,BlueFighter
-5.08,-7.62,6,0,0,0,0,0,0,BlueFighter
-5.08,0.0,3,-3,0,2,-1,4,-3,RedFighter
-7.62,-2.54,-1,-2,0,-5,1,-12,4,BlueFighter
5.08,2.54,1,-1,0,-2,0,-4,0,RedFighter
2.54,0.0,9,-2,0,-1,-2,-3,1,BlueFighter
2.54,5.08,0,-1,0,0,0,-3,3,RedFighter
-12.7,-12.7,5,0,1,-1,0,-1,1,BlueFighter
2.54,10.16,-3,-1,0,-1,0,-2,2,BlueFighter
-7.62,-7.62,-3,-1,0,-1,0,-1,1,RedFighter
0.0,0.0,1,0,1,0,0,0,1,BlueFighter
-5.08,-7.62,-1,0,3,0,0,0,3,BlueFighter
5.08,-5.08,-4,0,0,0,0,0,0,BlueFighter
5.08,2.54,3,-4,0,2,0,-4,-1,BlueFighter
-2.54,0.0,-1,3,2,0,-7,-10,6,BlueFighter
10.16,2.54,-3,-2,0,-2,4,5,-6,RedFighter
-5.08,-2.54,-4,0,0,3,1,6,-4,RedFighter
2.54,-2.54,0,0,0,-1,3,3,-1,BlueFighter
-2.54,5.08,-1,0,0,0,3,9,-5,BlueFighter
7.62,10.16,3,0,0,0,-1,0,0,BlueFighter
12.7,5.08,-2,0,0,1,0,-1,1,BlueFighter
17.78,7.62,3,0,0,0,0,-1,0,RedFighter
-10.16,-2.54,15,0,1,0,0,0,1,RedFighter
-12.7,0.0,5,0,0,0,0,0,0,BlueFighter
10.16,5.08,0,0,1,-1,0,-2,3,BlueFighter
-7.62,-5.08,-2,0,1,-1,5,6,-2,RedFighter
-7.62,-12.7,2,3,0,-1,0,1,-2,BlueFighter
2.54,-2.54,-10,0,0,1,0,0,0,RedFighter
-5.08,2.54,6,1,0,1,-2,-2,2,RedFighter
0.0,2.54,6,1,0,1,1,-1,2,RedFighter
2.54,5.08,-5,-2,0,-1,1,-4,1,RedFighter
2.54,-5.08,-2,0,0,-1,0,0,-2,RedFighter
10.16,10.16,2,-1,0,0,-1,-2,2,BlueFighter
-2.54,2.54,-1,0,-1,-2,0,-4,0,RedFighter
-5.08,-12.7,-2,0,-1,0,-1,-2,0,BlueFighter
0.0,-2.54,-3,0,-1,1,0,1,-1,RedFighter
-5.08,0.0,-5,0,-1,-5,1,1,-1,BlueFighter
-2.54,5.08,2,1,1,2,1,4,-1,BlueFighter
10.16,7.62,1,-1,0,1,-3,-1,0,RedFighter
-2.54,0.0,-5,-1,0,-4,1,-2,2,RedFighter
-20.32,-12.7,-1,0,-2,2,0,4,-2,BlueFighter
5.08,0.0,2,0,-1,0,-7,-5,1,BlueFighter
5.08,7.62,12,-1,-1,1,-1,1,1,BlueFighter
-12.7,5.08,4,-1,-1,0,0,2,-2,RedFighter
0.0,12.7,11,-1,0,0,1,2,2,BlueFighter
2.54,0.0,-2,-1,0,0,1,0,-1,RedFighter
17.78,20.32,3,0,0,1,4,5,0,RedFighter
15.24,0.0,2,0,0,-1,0,0,0,BlueFighter
2.54,10.16,-1,0,1,-1,0,-3,2,BlueFighter
5.08,0.0,0,-1,0,0,2,-1,0,RedFighter
12.7,2.54,7,0,0,-4,2,-4,1,BlueFighter
-5.08,2.54,-1,-1,0,0,0,-1,0,RedFighter
-12.7,0.0,0,1,2,1,-3,-4,2,RedFighter
-5.18,5.08,-8,-2,0,-1,0,-2,1,RedFighter
-10.16,0.0,-11,0,0,1,1,2,-1,BlueFighter
-17.78,-7.62,2,0,-1,0,0,0,-1,RedFighter
20.32,7.62,5,0,0,0,-1,0,1,RedFighter
5.08,0.0,-3,0,2,0,0,0,2,RedFighter
2.54,0.0,-4,-2,-1,0,-1,-3,0,RedFighter
-10.16,-10.16,-4,0,1,0,0,0,1,BlueFighter
-10.16,5.08,-2,0,-1,0,0,0,-1,RedFighter
0.0,7.62,-3,-1,0,1,1,-3,2,RedFighter
-12.7,-7.62,-4,-2,0,3,-1,3,-1,RedFighter
2.54,2.54,-3,-1,-1,-3,0,-5,2,RedFighter
-10.16,-12.7,8,0,1,0,0,0,1,RedFighter
-2.54,-5.08,-3,-1,0,0,-2,-1,0,BlueFighter
10.16,12.7,4,-1,-1,0,0,-3,1,RedFighter
-5.08,2.54,3,0,-1,6,-2,6,-2,BlueFighter
-2.54,-2.54,8,0,0,-4,-2,-8,6,BlueFighter
-5.08,5.08,0,0,1,-2,-4,-7,6,RedFighter
17.78,10.16,3,0,0,0,0,0,0,BlueFighter
2.54,0.0,1,0,0,0,0,-2,4,BlueFighter
15.24,2.54,-6,0,2,-1,0,-1,2,BlueFighter
2.54,0.0,9,-11,0,-10,-1,-11,0,BlueFighter
15.24,10.16,8,0,2,-2,3,-5,1,RedFighter
12.7,12.7,2,0,0,0,0,0,0,RedFighter
5.08,0.0,3,0,0,-1,0,0,-1,RedFighter
0.0,-5.08,-5,-2,0,0,2,6,-4,RedFighter
5.08,5.08,5,0,1,-6,-2,-10,7,BlueFighter
7.62,0.0,0,0,0,0,0,0,0,RedFighter
0.0,5.08,6,0,-2,-4,-4,-8,3,RedFighter
-10.16,-7.62,-4,0,0,-3,0,-3,-3,RedFighter
-5.08,-17.78,0,0,1,-1,-2,-4,2,BlueFighter
15.24,10.16,-1,-2,0,-2,-1,-7,1,RedFighter
-2.54,-2.54,-9,0,1,-4,0,-6,1,RedFighter
20.32,10.16,6,-3,-1,-4,0,-3,2,BlueFighter
7.62,-2.54,-3,0,-1,1,1,3,-4,RedFighter
-12.7,-7.62,-7,0,0,0,0,0,0,RedFighter
2.54,2.54,5,0,0,-2,0,-3,4,BlueFighter
5.08,-7.62,3,1,1,1,0,-1,3,RedFighter
7.62,12.7,2,-1,0,-1,0,-8,7,BlueFighter
-5.08,-5.08,8,-1,0,0,1,-2,0,RedFighter
-5.08,-5.08,1,0,0,1,-2,0,-1,RedFighter
-10.16,-2.54,-3,0,0,0,1,2,0,RedFighter
15.24,5.08,9,0,-1,0,1,-2,-1,RedFighter
0.0,2.54,2,1,0,2,-2,-1,1,BlueFighter
0.0,2.54,-12,0,0,0,0,0,0,BlueFighter
-2.54,-2.54,-3,0,4,-5,0,-5,5,RedFighter
-7.62,-10.16,-3,0,0,-1,-1,-2,1,RedFighter
7.62,2.54,1,0,1,0,0,0,1,RedFighter
-5.08,0.0,4,-1,0,-1,0,-1,0,RedFighter
0.0,2.54,0,-2,0,-1,1,-1,-1,RedFighter
0.0,2.54,0,-1,-1,0,0,0,-1,BlueFighter
-15.24,-12.7,3,-1,0,0,-1,-1,0,RedFighter
-10.16,0.0,1,0,0,0,-1,-1,0,RedFighter
5.08,-2.54,-2,0,0,1,1,2,-2,RedFighter
-2.54,2.54,1,0,0,0,0,0,0,RedFighter
7.62,7.62,-3,0,0,-5,0,-7,0,RedFighter
-12.7,-15.24,-10,4,1,-4,0,-5,0,RedFighter
-2.54,0.0,2,1,0,2,-1,2,-1,RedFighter
5.08,2.54,5,3,0,1,1,-2,0,BlueFighter
-2.54,-7.62,0,0,1,-2,-2,-6,2,RedFighter
-7.62,-7.62,9,-2,0,-1,-1,1,-1,RedFighter
7.62,12.7,5,0,0,1,-1,0,0,RedFighter
5.08,0.0,3,0,0,0,0,0,0,BlueFighter
0.0,-5.08,-5,-2,0,0,-1,-2,0,RedFighter
-5.08,-2.54,7,1,1,-1,0,0,1,RedFighter
5.08,15.24,1,1,1,1,-1,1,-4,BlueFighter
2.54,5.08,-4,0,3,-4,0,-7,8,RedFighter
7.62,7.62,8,-1,0,-9,-2,-11,6,RedFighter
10.16,2.54,7,4,0,1,1,6,-2,RedFighter
0.0,5.08,-3,-2,0,1,-1,0,1,RedFighter
-7.62,-2.54,3,-1,0,0,-1,-3,3,RedFighter
-2.54,0.0,0,1,0,1,1,6,-4,BlueFighter
2.54,2.54,3,0,0,-1,0,-1,1,RedFighter
2.54,2.54,0,0,0,0,-3,-10,6,RedFighter
-15.24,-12.7,1,0,2,-1,-1,-4,5,RedFighter
-12.7,-10.16,0,0,2,0,0,-2,2,RedFighter
-12.7,-5.08,-1,0,2,-1,0,-1,2,RedFighter
-2.54,7.62,-1,-1,-1,0,0,-1,0,RedFighter
-10.16,-5.08,-3,0,0,0,0,4,-1,RedFighter
-5.08,-5.08,-4,0,0,0,0,0,0,RedFighter
-25.4,-7.62,-11,-8,-1,-3,-4,-5,-4,RedFighter
-5.08,2.54,5,0,0,-3,3,-4,0,RedFighter
25.4,10.16,-1,-1,0,2,0,6,-3,RedFighter
0.0,2.54,0,0,0,0,-2,-5,0,RedFighter
5.08,5.08,1,-1,0,-1,0,-1,0,RedFighter
10.16,0.0,-3,0,0,0,0,0,0,BlueFighter
-10.16,-2.54,9,0,0,0,0,0,0,RedFighter
7.62,5.08,-2,2,1,2,-2,0,1,RedFighter
7.62,5.08,8,0,3,0,1,0,3,BlueFighter
0.0,0.0,0,0,1,0,-1,-3,1,RedFighter
7.62,0.0,-2,-6,0,0,0,-6,0,RedFighter
-17.78,-10.16,-1,0,1,-3,-8,-14,6,BlueFighter
-12.7,-5.08,-6,0,0,0,-8,-9,5,BlueFighter
-5.08,0.0,9,-3,0,-5,-1,-8,5,RedFighter
12.7,10.16,-1,3,0,0,0,2,0,RedFighter
-15.24,-10.16,5,-4,0,0,-2,-4,0,RedFighter
-5.08,-2.54,1,-1,0,-1,1,-1,1,BlueFighter
-2.54,5.08,-5,1,0,-1,1,-2,1,RedFighter
-2.54,-7.62,1,-2,0,-1,0,-2,0,BlueFighter
0.0,0.0,-3,-1,0,0,-1,-1,1,RedFighter
-17.78,-10.16,3,0,1,0,0,-2,3,RedFighter
-10.16,0.0,-4,0,1,0,0,-1,1,BlueFighter
-2.54,-2.54,3,0,0,1,-1,0,0,RedFighter
-20.32,-7.62,7,0,0,0,0,0,0,BlueFighter
7.62,0.0,-4,0,0,0,0,0,0,BlueFighter
-7.62,-10.16,-3,2,1,3,3,5,-3,RedFighter
0.0,-15.24,-2,0,0,0,0,0,0,RedFighter
-5.08,-10.16,-6,0,0,0,0,0,0,RedFighter
-2.54,-12.7,1,0,0,0,0,0,0,RedFighter
-2.54,-2.54,7,0,0,0,0,0,0,RedFighter
15.24,2.54,4,0,0,0,0,0,0,BlueFighter
-10.16,-10.16,-1,0,0,0,-5,-6,3,RedFighter
10.16,0.0,-2,0,0,-1,0,-1,0,BlueFighter
5.08,-2.54,-5,0,-1,-1,2,1,-1,BlueFighter
-7.62,-10.16,-2,0,0,0,0,0,0,RedFighter
-15.24,-5.08,2,1,0,2,0,6,-3,BlueFighter
7.62,5.08,8,0,1,-4,1,-3,0,RedFighter
5.08,0.0,5,0,0,0,-1,1,1,RedFighter
12.7,15.24,-4,0,0,1,0,1,-1,RedFighter
7.62,0.0,3,0,0,1,0,1,-1,RedFighter
2.54,-2.54,8,0,0,2,-1,3,-2,RedFighter
2.54,0.0,3,0,0,0,0,0,0,RedFighter
-0.96,0.0,-1,0,0,0,0,0,0,BlueFighter
7.62,12.7,4,-3,0,0,0,-3,0,BlueFighter
-2.54,5.08,3,-1,0,-1,0,-1,0,BlueFighter
2.54,0.0,-6,-1,-1,0,1,3,-3,BlueFighter
-7.62,0.0,6,0,1,0,0,0,1,RedFighter
0.0,5.08,2,-10,-1,-1,0,-10,-3,RedFighter
-15.24,-12.7,-1,5,1,2,0,4,1,BlueFighter
7.62,7.62,-6,0,0,0,2,3,-2,RedFighter
5.08,5.08,8,2,0,1,0,2,-1,BlueFighter
2.54,5.08,-4,0,0,0,0,0,0,RedFighter
10.16,2.54,0,-1,0,-2,0,-5,8,RedFighter
7.62,2.54,5,2,0,0,0,3,0,BlueFighter
-2.54,-2.54,8,-1,0,0,-4,-6,5,BlueFighter
10.16,0.0,0,1,0,0,0,-1,2,RedFighter
12.7,15.24,0,0,1,-1,-1,-7,4,RedFighter
-10.16,-2.54,-2,-2,-1,1,-1,-1,0,RedFighter
-7.62,-15.24,2,0,1,-1,1,-1,3,RedFighter
0.0,5.08,4,0,0,0,1,2,3,RedFighter
-30.48,-33.02,-13,-1,0,-2,-4,-6,2,BlueFighter
5.08,7.62,3,-2,-1,3,0,9,-2,BlueFighter
-10.16,-12.7,-4,-1,0,-4,0,-11,3,RedFighter
0.0,-2.54,3,1,0,0,1,2,-1,BlueFighter
-7.62,-7.62,3,0,0,0,0,-6,3,RedFighter
2.54,2.54,7,1,0,1,0,2,1,BlueFighter
0.0,2.54,1,1,0,-1,2,-1,2,RedFighter
2.54,5.08,10,-1,0,0,0,-1,1,BlueFighter
10.16,7.62,1,-1,0,0,0,-1,0,BlueFighter
-5.08,-2.54,-3,0,0,0,0,0,0,RedFighter
0.0,-5.08,-8,3,0,-3,-1,-4,1,RedFighter
-7.62,0.0,3,1,1,1,1,2,0,RedFighter
-7.62,0.0,-1,0,0,1,1,3,-6,RedFighter
2.54,2.54,5,0,-1,-4,-3,-11,3,BlueFighter
10.16,0.0,-6,0,1,-1,0,-2,2,RedFighter
-7.62,-12.7,-3,0,0,0,-1,0,-1,RedFighter
10.16,5.08,-5,-1,0,0,-1,0,-3,RedFighter
15.24,0.0,-1,0,1,-1,0,-7,7,RedFighter
-2.54,2.54,2,0,1,0,0,0,1,RedFighter
12.7,5.08,1,0,0,0,0,0,0,BlueFighter
0.0,2.54,2,0,0,0,0,0,0,RedFighter
0.0,7.62,4,0,0,2,-1,0,0,RedFighter
5.08,2.54,5,-2,0,-3,3,2,0,RedFighter
5.08,12.7,-7,1,0,0,1,3,-2,RedFighter
5.08,5.08,-8,-1,-4,1,-1,0,-4,RedFighter
-5.08,-2.54,0,-2,0,-2,0,-3,1,RedFighter
-5.08,-15.24,2,0,0,-1,-4,-6,3,BlueFighter
-5.08,-7.62,-9,0,0,1,-3,1,-1,BlueFighter
12.7,7.62,0,0,-2,0,0,0,-2,RedFighter
-5.08,-5.08,-1,0,0,1,0,1,0,RedFighter
0.0,2.54,5,0,0,0,-1,-1,1,RedFighter
5.08,5.08,0,0,0,0,0,0,0,RedFighter
-5.08,-2.54,-5,-3,-2,1,1,6,-4,RedFighter
0.0,5.08,-3,1,1,-3,0,-9,1,BlueFighter
0.0,0.0,-1,0,0,0,0,0,-1,BlueFighter
-10.16,2.54,-1,1,0,0,3,-3,-1,BlueFighter
-2.54,2.54,0,0,-1,-1,0,-3,-1,RedFighter
-2.54,0.0,-2,-1,-1,1,-2,-5,3,BlueFighter
2.54,7.62,-6,0,-3,0,0,0,-3,RedFighter
0.0,2.54,6,-1,0,0,-1,-6,3,BlueFighter
-12.7,-2.54,2,-1,0,-5,-2,-10,6,BlueFighter
12.7,2.54,5,-1,0,0,0,-1,0,BlueFighter
-2.54,2.54,-3,-2,-1,-1,0,-1,-1,BlueFighter
0.0,0.0,-2,1,0,2,0,-1,2,RedFighter
7.62,2.54,1,2,2,-2,1,-5,4,BlueFighter
2.54,7.62,-4,0,0,1,2,4,0,RedFighter
0.0,-5.08,-6,1,0,0,1,1,0,BlueFighter
-10.16,0.0,-1,-1,0,1,2,3,-1,RedFighter
0.0,10.16,2,0,1,-1,-4,-7,6,RedFighter
2.54,7.62,1,0,0,0,0,1,0,BlueFighter
0.0,-5.08,-13,0,0,0,0,0,-1,RedFighter
5.08,-2.54,8,0,0,-1,0,-3,0,BlueFighter
-2.54,-5.08,5,0,1,0,0,-2,3,RedFighter
-7.62,-2.54,-5,0,-1,0,-1,-1,-1,BlueFighter
2.54,2.54,2,1,1,0,-2,3,2,RedFighter
7.62,12.7,1,1,0,1,2,6,-4,BlueFighter
5.08,5.08,2,0,0,-4,-3,-6,3,RedFighter
5.08,7.62,4,0,0,-1,-1,-5,5,BlueFighter
-2.54,12.7,-9,0,0,0,0,0,0,RedFighter
2.54,0.0,-3,0,0,1,0,0,0,RedFighter
2.54,5.08,2,0,0,1,1,3,-2,BlueFighter
-7.62,2.54,2,0,1,-2,0,-4,1,RedFighter
10.16,5.08,-4,0,2,0,0,0,2,BlueFighter
7.2,7.62,8,0,0,-1,0,-1,0,RedFighter
0.0,-7.62,-2,-8,0,0,0,-1,-1,BlueFighter
0.0,5.08,1,1,1,0,3,-1,-1,RedFighter
-2.54,-2.54,-2,0,0,-2,0,-3,2,BlueFighter
-5.08,0.0,3,3,0,0,3,-2,0,RedFighter
7.62,5.08,4,0,1,-7,-2,-12,7,BlueFighter
2.54,2.54,6,-1,0,0,-1,-1,-1,BlueFighter
2.54,0.0,-6,-2,-1,-1,-1,-2,-1,RedFighter
10.16,-2.54,1,0,0,-6,1,-9,5,BlueFighter
0.0,0.0,2,-2,0,-2,1,-3,2,BlueFighter
-7.62,-5.08,-1,-1,-1,1,-1,-1,0,BlueFighter
0.0,2.54,12,2,3,1,-1,0,4,BlueFighter
7.62,7.62,3,-2,0,1,0,-3,1,BlueFighter
17.78,7.62,2,-1,-1,0,0,1,2,RedFighter
15.24,0.0,-1,0,0,0,0,0,0,RedFighter
12.7,12.7,4,0,0,-3,0,-4,4,RedFighter
2.54,7.62,-4,0,0,1,-2,-2,-1,RedFighter
-2.54,2.54,9,0,0,-2,-1,-4,2,RedFighter
-2.54,-2.54,-4,0,0,0,0,0,0,RedFighter
2.54,-5.08,4,0,0,0,0,0,0,BlueFighter
-7.62,2.54,-7,0,0,0,-1,0,-1,RedFighter
-5.08,-2.54,-1,0,0,0,-1,0,1,BlueFighter
5.08,-2.54,3,0,-1,0,0,0,-1,RedFighter
-2.54,-2.54,-1,0,1,0,0,0,1,BlueFighter
-5.08,-5.08,7,0,1,0,-4,-2,-1,BlueFighter
7.62,2.54,-2,0,0,0,0,0,0,RedFighter
-20.32,-7.62,4,0,0,0,0,0,0,BlueFighter
0.0,-2.54,2,0,0,0,5,7,-2,RedFighter
20.32,7.62,-4,-1,0,-1,0,-3,1,RedFighter
10.16,17.78,1,2,0,-1,1,-3,2,RedFighter
-17.78,-5.08,4,0,0,0,0,0,0,RedFighter
-5.08,-7.62,-2,0,0,0,0,0,0,BlueFighter
-7.62,-2.54,1,0,1,0,0,0,1,BlueFighter
15.24,7.62,2,-2,0,1,8,6,-5,RedFighter
7.62,10.16,6,4,0,-2,2,1,3,BlueFighter
15.24,7.62,10,3,2,-5,-3,-8,8,BlueFighter
-5.08,-2.54,2,2,0,0,-1,-2,-2,BlueFighter
-5.08,-2.54,10,0,-1,0,-2,-2,-1,RedFighter
10.16,2.54,2,1,0,0,0,1,1,RedFighter
-7.62,-2.54,-3,-1,0,0,0,-1,1,RedFighter
-10.16,-2.54,-2,0,0,0,0,0,-1,RedFighter
0.0,-2.54,1,-1,0,0,0,-1,1,BlueFighter
0.0,0.0,4,0,0,-3,-2,-7,2,RedFighter
5.08,7.62,4,0,0,0,0,-1,0,RedFighter
-2.54,7.62,3,-4,0,-2,-2,-11,1,RedFighter
7.62,7.62,-1,-1,0,-2,5,3,-3,RedFighter
-10.16,-7.62,2,-2,0,1,-1,1,-3,RedFighter
-12.7,0.0,3,0,0,1,-2,-1,0,BlueFighter
12.7,12.7,1,0,1,0,0,-1,1,BlueFighter
